Group,Subgroup,Week Date,Depression Value,Total Cases,Total Deaths,Total Tests,Positive Rate
By State,Colorado,2021-06-21,28.3,33608506.0,602107.0,465412258.0,0.018
By State,Arkansas,2021-06-21,34.5,33608506.0,602107.0,465412258.0,0.018
By State,Arizona,2021-06-21,32.0,33608506.0,602107.0,465412258.0,0.018
By State,Colorado,2021-06-21,23.9,33608506.0,602107.0,465412258.0,0.018
By State,California,2021-06-21,27.2,33608506.0,602107.0,465412258.0,0.018
By State,Florida,2021-06-21,31.7,33608506.0,602107.0,465412258.0,0.018
By State,Alaska,2021-06-21,27.1,33608506.0,602107.0,465412258.0,0.018
By State,Massachusetts,2021-06-21,16.5,33608506.0,602107.0,465412258.0,0.018
By State,Maryland,2021-06-21,22.6,33608506.0,602107.0,465412258.0,0.018
By State,Louisiana,2021-06-21,23.8,33608506.0,602107.0,465412258.0,0.018
By State,Kentucky,2021-06-21,22.0,33608506.0,602107.0,465412258.0,0.018
By State,Iowa,2021-06-21,22.9,33608506.0,602107.0,465412258.0,0.018
By State,Indiana,2021-06-21,20.5,33608506.0,602107.0,465412258.0,0.018
By State,Illinois,2021-06-21,22.3,33608506.0,602107.0,465412258.0,0.018
By State,Idaho,2021-06-21,21.3,33608506.0,602107.0,465412258.0,0.018
By State,Georgia,2021-06-21,26.5,33608506.0,602107.0,465412258.0,0.018
By State,Florida,2021-06-21,25.7,33608506.0,602107.0,465412258.0,0.018
By State,Arkansas,2021-06-21,28.4,33608506.0,602107.0,465412258.0,0.018
By State,Delaware,2021-06-21,20.6,33608506.0,602107.0,465412258.0,0.018
By State,Connecticut,2021-06-21,19.8,33608506.0,602107.0,465412258.0,0.018
By State,Colorado,2021-06-21,20.7,33608506.0,602107.0,465412258.0,0.018
By State,Arkansas,2021-06-21,20.8,33608506.0,602107.0,465412258.0,0.018
By State,Alaska,2021-06-21,20.3,33608506.0,602107.0,465412258.0,0.018
By State,Virginia,2021-06-21,28.3,33608506.0,602107.0,465412258.0,0.018
By State,Michigan,2021-06-21,18.2,33608506.0,602107.0,465412258.0,0.018
By State,Mississippi,2021-06-21,31.5,33608506.0,602107.0,465412258.0,0.018
By State,District of Columbia,2021-06-21,18.7,33608506.0,602107.0,465412258.0,0.018
By State,New Jersey,2021-06-21,20.3,33608506.0,602107.0,465412258.0,0.018
By State,Alabama,2021-06-21,24.4,33608506.0,602107.0,465412258.0,0.018
By State,Nevada,2021-06-21,25.2,33608506.0,602107.0,465412258.0,0.018
By State,Wyoming,2021-06-21,20.9,33608506.0,602107.0,465412258.0,0.018
By State,Wisconsin,2021-06-21,15.1,33608506.0,602107.0,465412258.0,0.018
By State,West Virginia,2021-06-21,21.3,33608506.0,602107.0,465412258.0,0.018
By State,Washington,2021-06-21,21.3,33608506.0,602107.0,465412258.0,0.018
By State,Vermont,2021-06-21,16.5,33608506.0,602107.0,465412258.0,0.018
By State,Texas,2021-06-21,23.7,33608506.0,602107.0,465412258.0,0.018
By State,Wisconsin,2021-06-21,22.4,33608506.0,602107.0,465412258.0,0.018
By State,South Carolina,2021-06-21,21.8,33608506.0,602107.0,465412258.0,0.018
By State,Pennsylvania,2021-06-21,19.7,33608506.0,602107.0,465412258.0,0.018
By State,Oklahoma,2021-06-21,27.3,33608506.0,602107.0,465412258.0,0.018
By State,Ohio,2021-06-21,20.6,33608506.0,602107.0,465412258.0,0.018
By State,North Dakota,2021-06-21,19.3,33608506.0,602107.0,465412258.0,0.018
By State,North Carolina,2021-06-21,18.7,33608506.0,602107.0,465412258.0,0.018
By State,New Mexico,2021-06-21,27.5,33608506.0,602107.0,465412258.0,0.018
By State,South Dakota,2021-06-21,15.6,33608506.0,602107.0,465412258.0,0.018
By State,New York,2021-06-21,20.0,33608506.0,602107.0,465412258.0,0.018
By Age,40 - 49 years,2021-07-05,31.8,33781561.0,605569.0,473317319.0,0.023
By Age,50 - 59 years,2021-07-05,27.1,33781561.0,605569.0,473317319.0,0.023
By Age,60 - 69 years,2021-07-05,20.4,33781561.0,605569.0,473317319.0,0.023
By Age,70 - 79 years,2021-07-05,14.9,33781561.0,605569.0,473317319.0,0.023
By Sex,Male,2021-07-05,18.4,33781561.0,605569.0,473317319.0,0.023
By Age,30 - 39 years,2021-07-05,34.8,33781561.0,605569.0,473317319.0,0.023
By Sex,Female,2021-07-05,23.1,33781561.0,605569.0,473317319.0,0.023
By Sex,Male,2021-07-05,20.2,33781561.0,605569.0,473317319.0,0.023
By Sex,Female,2021-07-05,28.5,33781561.0,605569.0,473317319.0,0.023
By Sex,Male,2021-07-05,24.4,33781561.0,605569.0,473317319.0,0.023
By Age,80 years and above,2021-07-05,14.8,33781561.0,605569.0,473317319.0,0.023
By Age,18 - 29 years,2021-07-05,46.6,33781561.0,605569.0,473317319.0,0.023
By Age,60 - 69 years,2021-07-05,16.7,33781561.0,605569.0,473317319.0,0.023
By Age,70 - 79 years,2021-07-05,11.4,33781561.0,605569.0,473317319.0,0.023
By Age,50 - 59 years,2021-07-05,22.9,33781561.0,605569.0,473317319.0,0.023
By Age,40 - 49 years,2021-07-05,27.7,33781561.0,605569.0,473317319.0,0.023
By Age,30 - 39 years,2021-07-05,30.2,33781561.0,605569.0,473317319.0,0.023
By Age,18 - 29 years,2021-07-05,39.3,33781561.0,605569.0,473317319.0,0.023
By Age,70 - 79 years,2021-07-05,10.3,33781561.0,605569.0,473317319.0,0.023
By Age,60 - 69 years,2021-07-05,14.2,33781561.0,605569.0,473317319.0,0.023
By Age,50 - 59 years,2021-07-05,18.9,33781561.0,605569.0,473317319.0,0.023
By Age,40 - 49 years,2021-07-05,21.8,33781561.0,605569.0,473317319.0,0.023
By Age,30 - 39 years,2021-07-05,24.4,33781561.0,605569.0,473317319.0,0.023
By Sex,Female,2021-07-05,33.1,33781561.0,605569.0,473317319.0,0.023
By Age,80 years and above,2021-07-05,11.2,33781561.0,605569.0,473317319.0,0.023
By Age,80 years and above,2021-07-05,11.4,33781561.0,605569.0,473317319.0,0.023
By State,Illinois,2021-07-05,16.0,33781561.0,605569.0,473317319.0,0.023
By State,Colorado,2021-07-05,18.6,33781561.0,605569.0,473317319.0,0.023
By State,Arizona,2021-07-05,27.4,33781561.0,605569.0,473317319.0,0.023
By State,Colorado,2021-07-05,24.1,33781561.0,605569.0,473317319.0,0.023
By State,Connecticut,2021-07-05,22.9,33781561.0,605569.0,473317319.0,0.023
By State,Delaware,2021-07-05,21.9,33781561.0,605569.0,473317319.0,0.023
By State,District of Columbia,2021-07-05,23.2,33781561.0,605569.0,473317319.0,0.023
By State,Florida,2021-07-05,22.9,33781561.0,605569.0,473317319.0,0.023
By State,Georgia,2021-07-05,24.8,33781561.0,605569.0,473317319.0,0.023
By State,Idaho,2021-07-05,24.1,33781561.0,605569.0,473317319.0,0.023
By State,Iowa,2021-07-05,22.7,33781561.0,605569.0,473317319.0,0.023
By State,Kansas,2021-07-05,23.6,33781561.0,605569.0,473317319.0,0.023
By State,Kentucky,2021-07-05,28.6,33781561.0,605569.0,473317319.0,0.023
By State,Louisiana,2021-07-05,24.4,33781561.0,605569.0,473317319.0,0.023
By State,Maine,2021-07-05,19.1,33781561.0,605569.0,473317319.0,0.023
By State,Alaska,2021-07-05,24.4,33781561.0,605569.0,473317319.0,0.023
By State,Massachusetts,2021-07-05,22.9,33781561.0,605569.0,473317319.0,0.023
By State,Missouri,2021-07-05,25.1,33781561.0,605569.0,473317319.0,0.023
By State,Montana,2021-07-05,23.2,33781561.0,605569.0,473317319.0,0.023
By State,Nebraska,2021-07-05,22.7,33781561.0,605569.0,473317319.0,0.023
By State,New Hampshire,2021-07-05,25.3,33781561.0,605569.0,473317319.0,0.023
By State,North Carolina,2021-07-05,26.3,33781561.0,605569.0,473317319.0,0.023
By State,North Dakota,2021-07-05,22.9,33781561.0,605569.0,473317319.0,0.023
By State,Ohio,2021-07-05,25.3,33781561.0,605569.0,473317319.0,0.023
By State,Oregon,2021-07-05,32.6,33781561.0,605569.0,473317319.0,0.023
By State,Pennsylvania,2021-07-05,22.5,33781561.0,605569.0,473317319.0,0.023
By State,Rhode Island,2021-07-05,19.1,33781561.0,605569.0,473317319.0,0.023
By State,South Carolina,2021-07-05,28.0,33781561.0,605569.0,473317319.0,0.023
By State,South Dakota,2021-07-05,21.7,33781561.0,605569.0,473317319.0,0.023
By State,Texas,2021-07-05,26.8,33781561.0,605569.0,473317319.0,0.023
By State,Mississippi,2021-07-05,28.5,33781561.0,605569.0,473317319.0,0.023
By State,Connecticut,2021-07-05,18.1,33781561.0,605569.0,473317319.0,0.023
By State,Wyoming,2021-07-05,21.3,33781561.0,605569.0,473317319.0,0.023
By State,Washington,2021-07-05,18.8,33781561.0,605569.0,473317319.0,0.023
By State,District of Columbia,2021-07-05,20.3,33781561.0,605569.0,473317319.0,0.023
By State,California,2021-07-05,22.6,33781561.0,605569.0,473317319.0,0.023
By State,Arkansas,2021-07-05,17.4,33781561.0,605569.0,473317319.0,0.023
By State,Alaska,2021-07-05,17.9,33781561.0,605569.0,473317319.0,0.023
By State,Georgia,2021-07-05,23.3,33781561.0,605569.0,473317319.0,0.023
By State,Idaho,2021-07-05,20.7,33781561.0,605569.0,473317319.0,0.023
By State,Indiana,2021-07-05,21.1,33781561.0,605569.0,473317319.0,0.023
By State,Iowa,2021-07-05,15.4,33781561.0,605569.0,473317319.0,0.023
By State,Kansas,2021-07-05,16.9,33781561.0,605569.0,473317319.0,0.023
By State,Louisiana,2021-07-05,21.9,33781561.0,605569.0,473317319.0,0.023
By State,Maine,2021-07-05,15.1,33781561.0,605569.0,473317319.0,0.023
By State,Maryland,2021-07-05,21.3,33781561.0,605569.0,473317319.0,0.023
By State,Massachusetts,2021-07-05,18.8,33781561.0,605569.0,473317319.0,0.023
By State,Wisconsin,2021-07-05,17.2,33781561.0,605569.0,473317319.0,0.023
By State,Michigan,2021-07-05,22.1,33781561.0,605569.0,473317319.0,0.023
By State,Mississippi,2021-07-05,24.4,33781561.0,605569.0,473317319.0,0.023
By State,Nebraska,2021-07-05,17.7,33781561.0,605569.0,473317319.0,0.023
By State,Nevada,2021-07-05,26.2,33781561.0,605569.0,473317319.0,0.023
By State,New Hampshire,2021-07-05,19.3,33781561.0,605569.0,473317319.0,0.023
By State,New Jersey,2021-07-05,14.4,33781561.0,605569.0,473317319.0,0.023
By State,New York,2021-07-05,18.6,33781561.0,605569.0,473317319.0,0.023
By State,North Carolina,2021-07-05,22.7,33781561.0,605569.0,473317319.0,0.023
By State,North Dakota,2021-07-05,16.9,33781561.0,605569.0,473317319.0,0.023
By State,Oklahoma,2021-07-05,26.8,33781561.0,605569.0,473317319.0,0.023
By State,South Dakota,2021-07-05,21.4,33781561.0,605569.0,473317319.0,0.023
By State,Tennessee,2021-07-05,23.1,33781561.0,605569.0,473317319.0,0.023
By State,Utah,2021-07-05,18.8,33781561.0,605569.0,473317319.0,0.023
By State,Virginia,2021-07-05,17.1,33781561.0,605569.0,473317319.0,0.023
By State,Minnesota,2021-07-05,15.6,33781561.0,605569.0,473317319.0,0.023
By State,Vermont,2021-07-05,23.6,33781561.0,605569.0,473317319.0,0.023
By State,Utah,2021-07-05,24.5,33781561.0,605569.0,473317319.0,0.023
By State,Wisconsin,2021-07-05,19.2,33781561.0,605569.0,473317319.0,0.023
By State,New Jersey,2021-07-05,21.9,33781561.0,605569.0,473317319.0,0.023
By State,New Mexico,2021-07-05,36.6,33781561.0,605569.0,473317319.0,0.023
By State,New York,2021-07-05,26.7,33781561.0,605569.0,473317319.0,0.023
By State,North Carolina,2021-07-05,31.2,33781561.0,605569.0,473317319.0,0.023
By State,North Dakota,2021-07-05,27.1,33781561.0,605569.0,473317319.0,0.023
By State,Ohio,2021-07-05,31.2,33781561.0,605569.0,473317319.0,0.023
By State,Oklahoma,2021-07-05,37.5,33781561.0,605569.0,473317319.0,0.023
By State,Pennsylvania,2021-07-05,25.8,33781561.0,605569.0,473317319.0,0.023
By State,Washington,2021-07-05,23.9,33781561.0,605569.0,473317319.0,0.023
By State,South Carolina,2021-07-05,32.0,33781561.0,605569.0,473317319.0,0.023
By State,South Dakota,2021-07-05,25.2,33781561.0,605569.0,473317319.0,0.023
By State,Tennessee,2021-07-05,29.8,33781561.0,605569.0,473317319.0,0.023
By State,Texas,2021-07-05,31.6,33781561.0,605569.0,473317319.0,0.023
By State,Utah,2021-07-05,28.1,33781561.0,605569.0,473317319.0,0.023
By State,Vermont,2021-07-05,25.5,33781561.0,605569.0,473317319.0,0.023
By State,Virginia,2021-07-05,25.9,33781561.0,605569.0,473317319.0,0.023
By State,Washington,2021-07-05,28.3,33781561.0,605569.0,473317319.0,0.023
By State,West Virginia,2021-07-05,34.1,33781561.0,605569.0,473317319.0,0.023
By State,Wisconsin,2021-07-05,24.8,33781561.0,605569.0,473317319.0,0.023
By State,New Hampshire,2021-07-05,29.9,33781561.0,605569.0,473317319.0,0.023
By State,Nevada,2021-07-05,35.6,33781561.0,605569.0,473317319.0,0.023
By State,Rhode Island,2021-07-05,26.2,33781561.0,605569.0,473317319.0,0.023
By State,Missouri,2021-07-05,30.0,33781561.0,605569.0,473317319.0,0.023
By State,Nebraska,2021-07-05,25.5,33781561.0,605569.0,473317319.0,0.023
By State,Wyoming,2021-07-05,22.3,33781561.0,605569.0,473317319.0,0.023
By State,Alabama,2021-07-05,35.9,33781561.0,605569.0,473317319.0,0.023
By State,California,2021-07-05,30.3,33781561.0,605569.0,473317319.0,0.023
By State,Colorado,2021-07-05,27.9,33781561.0,605569.0,473317319.0,0.023
By State,Connecticut,2021-07-05,26.8,33781561.0,605569.0,473317319.0,0.023
By State,Delaware,2021-07-05,25.8,33781561.0,605569.0,473317319.0,0.023
By State,District of Columbia,2021-07-05,28.0,33781561.0,605569.0,473317319.0,0.023
By State,Florida,2021-07-05,26.6,33781561.0,605569.0,473317319.0,0.023
By State,Georgia,2021-07-05,30.5,33781561.0,605569.0,473317319.0,0.023
By State,Delaware,2021-07-05,17.4,33781561.0,605569.0,473317319.0,0.023
By State,Mississippi,2021-07-05,33.0,33781561.0,605569.0,473317319.0,0.023
By State,Kansas,2021-07-05,27.5,33781561.0,605569.0,473317319.0,0.023
By State,Kentucky,2021-07-05,34.3,33781561.0,605569.0,473317319.0,0.023
By State,Maine,2021-07-05,23.7,33781561.0,605569.0,473317319.0,0.023
By State,Maryland,2021-07-05,30.4,33781561.0,605569.0,473317319.0,0.023
By State,Massachusetts,2021-07-05,26.5,33781561.0,605569.0,473317319.0,0.023
By State,Michigan,2021-07-05,29.0,33781561.0,605569.0,473317319.0,0.023
By State,Minnesota,2021-07-05,21.6,33781561.0,605569.0,473317319.0,0.023
By State,Illinois,2021-07-05,24.0,33781561.0,605569.0,473317319.0,0.023
By State,Indiana,2021-08-02,23.2,35199930.0,613891.0,494121299.0,0.092
By State,Iowa,2021-08-02,19.7,35199930.0,613891.0,494121299.0,0.092
By State,Kentucky,2021-08-02,24.1,35199930.0,613891.0,494121299.0,0.092
By State,Massachusetts,2021-08-02,19.4,35199930.0,613891.0,494121299.0,0.092
By State,Maine,2021-08-02,17.2,35199930.0,613891.0,494121299.0,0.092
By Sex,Male,2021-08-02,21.1,35199930.0,613891.0,494121299.0,0.092
By State,Illinois,2021-08-02,20.5,35199930.0,613891.0,494121299.0,0.092
By Sex,Female,2021-08-02,23.1,35199930.0,613891.0,494121299.0,0.092
By State,Louisiana,2021-08-02,31.3,35199930.0,613891.0,494121299.0,0.092
By State,Idaho,2021-08-02,19.4,35199930.0,613891.0,494121299.0,0.092
By State,Delaware,2021-08-02,26.1,35199930.0,613891.0,494121299.0,0.092
By State,Minnesota,2021-08-02,17.5,35199930.0,613891.0,494121299.0,0.092
By State,Florida,2021-08-02,22.2,35199930.0,613891.0,494121299.0,0.092
By State,District of Columbia,2021-08-02,23.0,35199930.0,613891.0,494121299.0,0.092
By State,Connecticut,2021-08-02,18.7,35199930.0,613891.0,494121299.0,0.092
By State,Colorado,2021-08-02,19.9,35199930.0,613891.0,494121299.0,0.092
By State,California,2021-08-02,24.2,35199930.0,613891.0,494121299.0,0.092
By Sex,Female,2021-08-02,34.1,35199930.0,613891.0,494121299.0,0.092
By Sex,Male,2021-08-02,28.3,35199930.0,613891.0,494121299.0,0.092
By State,Alaska,2021-08-02,25.2,35199930.0,613891.0,494121299.0,0.092
By State,Georgia,2021-08-02,27.3,35199930.0,613891.0,494121299.0,0.092
By State,Arkansas,2021-08-02,24.5,35199930.0,613891.0,494121299.0,0.092
By State,Mississippi,2021-08-02,28.6,35199930.0,613891.0,494121299.0,0.092
By Age,18 - 29 years,2021-08-02,38.6,35199930.0,613891.0,494121299.0,0.092
By State,Michigan,2021-08-02,23.8,35199930.0,613891.0,494121299.0,0.092
By State,Missouri,2021-08-02,26.7,35199930.0,613891.0,494121299.0,0.092
By State,Nebraska,2021-08-02,21.6,35199930.0,613891.0,494121299.0,0.092
By State,New Hampshire,2021-08-02,21.8,35199930.0,613891.0,494121299.0,0.092
By State,New Jersey,2021-08-02,21.6,35199930.0,613891.0,494121299.0,0.092
By State,New York,2021-08-02,22.5,35199930.0,613891.0,494121299.0,0.092
By State,North Carolina,2021-08-02,23.4,35199930.0,613891.0,494121299.0,0.092
By State,Oklahoma,2021-08-02,34.6,35199930.0,613891.0,494121299.0,0.092
By State,Tennessee,2021-08-02,24.6,35199930.0,613891.0,494121299.0,0.092
By State,Texas,2021-08-02,33.9,35199930.0,613891.0,494121299.0,0.092
By State,Vermont,2021-08-02,23.5,35199930.0,613891.0,494121299.0,0.092
By State,Virginia,2021-08-02,26.0,35199930.0,613891.0,494121299.0,0.092
By State,Washington,2021-08-02,30.3,35199930.0,613891.0,494121299.0,0.092
By State,West Virginia,2021-08-02,30.8,35199930.0,613891.0,494121299.0,0.092
By State,Wyoming,2021-08-02,27.8,35199930.0,613891.0,494121299.0,0.092
By State,Alaska,2021-08-02,34.2,35199930.0,613891.0,494121299.0,0.092
By State,Arizona,2021-08-02,32.0,35199930.0,613891.0,494121299.0,0.092
By State,Arkansas,2021-08-02,35.0,35199930.0,613891.0,494121299.0,0.092
By State,Colorado,2021-08-02,27.9,35199930.0,613891.0,494121299.0,0.092
By State,Delaware,2021-08-02,32.5,35199930.0,613891.0,494121299.0,0.092
By State,District of Columbia,2021-08-02,35.1,35199930.0,613891.0,494121299.0,0.092
By State,Florida,2021-08-02,30.9,35199930.0,613891.0,494121299.0,0.092
By State,Georgia,2021-08-02,36.3,35199930.0,613891.0,494121299.0,0.092
By State,Illinois,2021-08-02,29.6,35199930.0,613891.0,494121299.0,0.092
By State,Indiana,2021-08-02,31.8,35199930.0,613891.0,494121299.0,0.092
By State,Iowa,2021-08-02,26.9,35199930.0,613891.0,494121299.0,0.092
By State,Kansas,2021-08-02,28.3,35199930.0,613891.0,494121299.0,0.092
By State,Massachusetts,2021-08-02,25.3,35199930.0,613891.0,494121299.0,0.092
By State,Maine,2021-08-02,30.6,35199930.0,613891.0,494121299.0,0.092
By State,Louisiana,2021-08-02,36.0,35199930.0,613891.0,494121299.0,0.092
By State,Kentucky,2021-08-02,27.9,35199930.0,613891.0,494121299.0,0.092
By State,Missouri,2021-08-02,22.3,35199930.0,613891.0,494121299.0,0.092
By State,Montana,2021-08-02,16.8,35199930.0,613891.0,494121299.0,0.092
By State,Nebraska,2021-08-02,17.0,35199930.0,613891.0,494121299.0,0.092
By State,Nevada,2021-08-02,29.3,35199930.0,613891.0,494121299.0,0.092
By State,New Hampshire,2021-08-02,16.8,35199930.0,613891.0,494121299.0,0.092
By State,New Jersey,2021-08-02,17.7,35199930.0,613891.0,494121299.0,0.092
By State,Oklahoma,2021-08-02,28.2,35199930.0,613891.0,494121299.0,0.092
By State,Pennsylvania,2021-08-02,20.2,35199930.0,613891.0,494121299.0,0.092
By State,South Carolina,2021-08-02,20.7,35199930.0,613891.0,494121299.0,0.092
By State,South Dakota,2021-08-02,17.5,35199930.0,613891.0,494121299.0,0.092
By State,Texas,2021-08-02,26.6,35199930.0,613891.0,494121299.0,0.092
By State,Utah,2021-08-02,24.0,35199930.0,613891.0,494121299.0,0.092
By State,Vermont,2021-08-02,22.5,35199930.0,613891.0,494121299.0,0.092
By State,Kentucky,2021-08-02,33.7,35199930.0,613891.0,494121299.0,0.092
By State,Washington,2021-08-02,25.5,35199930.0,613891.0,494121299.0,0.092
By State,Wyoming,2021-08-02,21.7,35199930.0,613891.0,494121299.0,0.092
By State,Alabama,2021-08-02,29.9,35199930.0,613891.0,494121299.0,0.092
By State,Alaska,2021-08-02,30.5,35199930.0,613891.0,494121299.0,0.092
By State,Arizona,2021-08-02,27.2,35199930.0,613891.0,494121299.0,0.092
By State,California,2021-08-02,26.9,35199930.0,613891.0,494121299.0,0.092
By State,Colorado,2021-08-02,24.4,35199930.0,613891.0,494121299.0,0.092
By State,Connecticut,2021-08-02,21.7,35199930.0,613891.0,494121299.0,0.092
By State,Delaware,2021-08-02,25.9,35199930.0,613891.0,494121299.0,0.092
By State,District of Columbia,2021-08-02,28.2,35199930.0,613891.0,494121299.0,0.092
By State,Georgia,2021-08-02,30.0,35199930.0,613891.0,494121299.0,0.092
By State,Hawaii,2021-08-02,23.6,35199930.0,613891.0,494121299.0,0.092
By State,Indiana,2021-08-02,25.6,35199930.0,613891.0,494121299.0,0.092
By State,Kansas,2021-08-02,26.0,35199930.0,613891.0,494121299.0,0.092
By State,West Virginia,2021-08-02,25.4,35199930.0,613891.0,494121299.0,0.092
By Sex,Male,2021-08-02,23.6,35199930.0,613891.0,494121299.0,0.092
By State,Louisiana,2021-08-02,40.9,35199930.0,613891.0,494121299.0,0.092
By State,Massachusetts,2021-08-02,27.9,35199930.0,613891.0,494121299.0,0.092
By Age,70 - 79 years,2021-08-02,15.4,35199930.0,613891.0,494121299.0,0.092
By Age,60 - 69 years,2021-08-02,22.1,35199930.0,613891.0,494121299.0,0.092
By Age,50 - 59 years,2021-08-02,27.1,35199930.0,613891.0,494121299.0,0.092
By Age,40 - 49 years,2021-08-02,32.8,35199930.0,613891.0,494121299.0,0.092
By Age,30 - 39 years,2021-08-02,38.6,35199930.0,613891.0,494121299.0,0.092
By Age,18 - 29 years,2021-08-02,51.3,35199930.0,613891.0,494121299.0,0.092
By Age,80 years and above,2021-08-02,13.9,35199930.0,613891.0,494121299.0,0.092
By Age,70 - 79 years,2021-08-02,11.5,35199930.0,613891.0,494121299.0,0.092
By Age,60 - 69 years,2021-08-02,18.0,35199930.0,613891.0,494121299.0,0.092
By Age,50 - 59 years,2021-08-02,23.7,35199930.0,613891.0,494121299.0,0.092
By Age,40 - 49 years,2021-08-02,29.2,35199930.0,613891.0,494121299.0,0.092
By Age,80 years and above,2021-08-02,13.2,35199930.0,613891.0,494121299.0,0.092
By Age,70 - 79 years,2021-08-02,11.1,35199930.0,613891.0,494121299.0,0.092
By Age,60 - 69 years,2021-08-02,15.3,35199930.0,613891.0,494121299.0,0.092
By Age,50 - 59 years,2021-08-02,18.6,35199930.0,613891.0,494121299.0,0.092
By Age,40 - 49 years,2021-08-02,22.5,35199930.0,613891.0,494121299.0,0.092
By Age,30 - 39 years,2021-08-02,26.7,35199930.0,613891.0,494121299.0,0.092
By Age,80 years and above,2021-08-02,17.1,35199930.0,613891.0,494121299.0,0.092
By State,Maine,2021-08-02,34.5,35199930.0,613891.0,494121299.0,0.092
By Sex,Female,2021-08-02,30.1,35199930.0,613891.0,494121299.0,0.092
By State,Ohio,2021-08-02,32.3,35199930.0,613891.0,494121299.0,0.092
By State,Tennessee,2021-08-02,27.6,35199930.0,613891.0,494121299.0,0.092
By State,South Dakota,2021-08-02,23.6,35199930.0,613891.0,494121299.0,0.092
By State,South Carolina,2021-08-02,30.9,35199930.0,613891.0,494121299.0,0.092
By State,Rhode Island,2021-08-02,30.8,35199930.0,613891.0,494121299.0,0.092
By State,Pennsylvania,2021-08-02,30.5,35199930.0,613891.0,494121299.0,0.092
By State,Oregon,2021-08-02,31.5,35199930.0,613891.0,494121299.0,0.092
By State,Wyoming,2021-08-02,32.3,35199930.0,613891.0,494121299.0,0.092
By State,North Dakota,2021-08-02,23.5,35199930.0,613891.0,494121299.0,0.092
By State,New York,2021-08-02,24.9,35199930.0,613891.0,494121299.0,0.092
By State,New Mexico,2021-08-02,33.6,35199930.0,613891.0,494121299.0,0.092
By State,New Jersey,2021-08-02,25.8,35199930.0,613891.0,494121299.0,0.092
By State,Nevada,2021-08-02,37.0,35199930.0,613891.0,494121299.0,0.092
By State,Montana,2021-08-02,24.2,35199930.0,613891.0,494121299.0,0.092
By State,Mississippi,2021-08-02,34.8,35199930.0,613891.0,494121299.0,0.092
By State,Michigan,2021-08-02,28.8,35199930.0,613891.0,494121299.0,0.092
By State,Virginia,2021-08-02,30.3,35199930.0,613891.0,494121299.0,0.092
By State,Washington,2021-08-02,34.7,35199930.0,613891.0,494121299.0,0.092
By Sex,Female,2021-08-16,30.5,36981227.0,622765.0,511368395.0,0.105
By Sex,Male,2021-08-16,27.3,36981227.0,622765.0,511368395.0,0.105
By Age,18 - 29 years,2021-08-16,33.2,36981227.0,622765.0,511368395.0,0.105
By Age,50 - 59 years,2021-08-16,19.6,36981227.0,622765.0,511368395.0,0.105
By Sex,Male,2021-08-16,22.4,36981227.0,622765.0,511368395.0,0.105
By Sex,Female,2021-08-16,23.0,36981227.0,622765.0,511368395.0,0.105
By Sex,Male,2021-08-16,19.6,36981227.0,622765.0,511368395.0,0.105
By Age,80 years and above,2021-08-16,16.1,36981227.0,622765.0,511368395.0,0.105
By Age,70 - 79 years,2021-08-16,15.4,36981227.0,622765.0,511368395.0,0.105
By Age,60 - 69 years,2021-08-16,21.0,36981227.0,622765.0,511368395.0,0.105
By Age,50 - 59 years,2021-08-16,28.4,36981227.0,622765.0,511368395.0,0.105
By Age,40 - 49 years,2021-08-16,32.8,36981227.0,622765.0,511368395.0,0.105
By Sex,Female,2021-08-16,34.2,36981227.0,622765.0,511368395.0,0.105
By Age,70 - 79 years,2021-08-16,12.1,36981227.0,622765.0,511368395.0,0.105
By Age,50 - 59 years,2021-08-16,24.7,36981227.0,622765.0,511368395.0,0.105
By Age,40 - 49 years,2021-08-16,28.3,36981227.0,622765.0,511368395.0,0.105
By Age,30 - 39 years,2021-08-16,36.3,36981227.0,622765.0,511368395.0,0.105
By Age,18 - 29 years,2021-08-16,39.4,36981227.0,622765.0,511368395.0,0.105
By Age,80 years and above,2021-08-16,11.4,36981227.0,622765.0,511368395.0,0.105
By Age,70 - 79 years,2021-08-16,10.3,36981227.0,622765.0,511368395.0,0.105
By Age,60 - 69 years,2021-08-16,14.6,36981227.0,622765.0,511368395.0,0.105
By Age,30 - 39 years,2021-08-16,26.7,36981227.0,622765.0,511368395.0,0.105
By Age,30 - 39 years,2021-08-16,40.6,36981227.0,622765.0,511368395.0,0.105
By State,Tennessee,2021-08-16,33.2,36981227.0,622765.0,511368395.0,0.105
By State,Minnesota,2021-08-16,26.4,36981227.0,622765.0,511368395.0,0.105
By State,Washington,2021-08-16,27.9,36981227.0,622765.0,511368395.0,0.105
By State,Virginia,2021-08-16,25.2,36981227.0,622765.0,511368395.0,0.105
By State,Vermont,2021-08-16,25.3,36981227.0,622765.0,511368395.0,0.105
By State,Utah,2021-08-16,29.2,36981227.0,622765.0,511368395.0,0.105
By State,South Carolina,2021-08-16,24.6,36981227.0,622765.0,511368395.0,0.105
By State,Rhode Island,2021-08-16,25.7,36981227.0,622765.0,511368395.0,0.105
By State,Pennsylvania,2021-08-16,25.5,36981227.0,622765.0,511368395.0,0.105
By State,Oregon,2021-08-16,25.8,36981227.0,622765.0,511368395.0,0.105
By State,Oklahoma,2021-08-16,35.1,36981227.0,622765.0,511368395.0,0.105
